Configuracion,Estado,Error,RMSE_entrenamiento_promedio,RMSE_CV_promedio,Desviacion_RMSE_CV,Brecha_CV_entrenamiento,Epocas_promedio,RMSE_por_fold
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,11233.352174889864,11368264.086422326,22666039.75997755,11357030.734247437,106.25,"[45367323.6908, 35356.661, 36454.6081, 33921.3858]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,10004.468277246884,50357919.412547745,100612450.72399984,50347914.9442705,457.5,"[201276592.5947, 42839.8924, 79046.6603, 33198.5027]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,10842.992674266123,86495125.15908949,172891021.18832028,86484282.16641523,183.25,"[345831655.7743, 41819.5615, 72434.5027, 34590.7979]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,12471.290336442795,119264672.93712713,238427703.2645001,119252201.64679068,76.5,"[476906226.6102, 38878.8045, 78623.3366, 34962.9972]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,7772.12640906466,28879315179.03261,57758515863.16901,28879307406.906204,383.5,"[115517088973.7824, 57021.8596, 77921.3813, 36799.1071]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,8320.362606441398,34385609427.926476,68771112426.1344,34385601107.563866,156.25,"[137542278067.126, 56138.9065, 68569.0794, 34936.594]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,29757.460993318982,1097102579.1945755,2194050955.29819,1097072821.7335823,121.25,"[4388179011.6484, 125102.8313, 74007.7648, 32194.5337]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,13774.5377978605,34977852606561.957,69955704567637.375,34977852592787.418,200.5,"[139911409458018.02, 67767.2103, 837287.5093, 63175.0974]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,13978.9269119327,43904033005777.52,87808065417559.14,43904032991798.59,72.0,"[175616131132116.25, 60680.4812, 769913.7944, 60399.6053]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,13230.358639676107,52089816398482.58,104179632673558.55,52089816385252.22,185.0,"[208359265408820.38, 45945.656, 86255.4414, 52908.8342]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,10831.362045566842,68479439.2760223,136865918.7478055,68468607.91397673,420.75,"[273778316.1804, 35261.0701, 67543.3003, 36636.5533]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,9876.828816877925,4920618.519596072,9751847.521551497,4910741.690779194,209.75,"[19548378.0733, 35563.1473, 62156.6956, 36376.1623]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,11588.593817898078,7380338.519935968,14677056.907949567,7368749.92611807,128.5,"[29395921.9212, 33055.44, 45936.5726, 46440.146]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,10074.251162827599,64090.421740564874,9663.948335790907,54016.17057773728,291.25,"[54267.9176, 57478.5056, 70737.3477, 73877.9161]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,10274.850476017897,59303.067093261016,12058.379274433952,49028.21661724312,181.5,"[46134.4251, 52730.5531, 65656.1289, 72691.1613]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,10670.784155707945,51186.59547434523,9719.726613944102,40515.81131863729,149.0,"[43789.9491, 41830.8016, 60216.9844, 58908.6467]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,4991.627855209802,16019413125.653833,32038487018.648106,16019408134.025978,236.5,"[64077143653.4752, 81980.7949, 150947.3229, 275921.0223]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,13581.088741706804,81155957215.11256,162311580063.73828,81155943634.02382,127.75,"[324623327310.6896, 78683.0878, 148232.3217, 274634.3512]"
"{""activacion"":""leaky_relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,13252.879830147323,248672246190.34006,497344328951.278,248672232937.46024,168.5,"[994688739617.2552, 53287.7131, 58097.2024, 133759.1896]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,151761.75588685338,4727891.674113013,8675219.81895419,4576129.918226159,360.5,"[197840.5619, 175509.5841, 804845.9178, 17733370.6327]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,132503.63658561048,1.0282460819661229e+17,2.0564921635795792e+17,1.0282460819647979e+17,160.0,"[4.112984327335492e+17, 184494.5621, 531764.3159, 52183686.8941]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,137220.6539485572,6.546944279175231e+19,1.3093888558345146e+20,6.546944279175217e+19,47.75,"[2.618777711669295e+20, 169514.7672, 383922.1733, 79189883.8638]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,120038.95398314443,483599077196482.2,967198152884938.2,483599077076443.25,280.75,"[1934396306523889.8, 316189.5054, 1401906.0662, 543943.7848]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,129668.50344267367,19978496165902.277,39956990967152.65,19978496036233.773,92.0,"[79913982616631.25, 217116.1272, 1452148.0648, 377713.6704]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,78107.04942393774,18735799023726.58,37471596512191.97,18735798945619.527,171.5,"[74943193792014.52, 212502.6491, 1737068.779, 353320.3522]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,139170.7109585236,9.339761879119061e+20,1.8679523758237842e+21,9.33976187911906e+20,151.25,"[3.735904751647583e+21, 192843.2562, 15449246.9806, 26266270.1739]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,131695.10026940212,2.4676919735594238e+20,4.935383947118432e+20,2.4676919735594225e+20,58.0,"[9.870767894237073e+20, 192747.0656, 51135204.274, 11070118.8684]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,93167.84063127654,3.429164676243335e+21,6.858329352486666e+21,3.429164676243335e+21,112.0,"[1.3716658704973333e+22, 192037.3402, 5108055.0651, 1706960.9704]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,167458.60297581484,6.273711711255932e+17,1.2547423422492626e+18,6.273711711254258e+17,458.0,"[2.5094846844994867e+18, 965974.0625, 198232.4174, 1721712.4503]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,180148.05092231542,7.840797256246491e+16,1.5681594512077187e+17,7.840797256228477e+16,191.0,"[3.136318902436227e+17, 193337.2802, 447922.3347, 5595625.1741]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,110574.21723176974,3.349299691385821e+17,6.698599382766034e+17,3.349299691384715e+17,175.5,"[1.339719876553487e+18, 187690.4627, 527676.8197, 125832.582]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,127557.44599617017,1.727944112300832e+18,3.455888224600931e+18,1.7279441123007045e+18,433.0,"[6.911776449202228e+18, 193664.5308, 412430.8579, 493590.782]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,97584.50532247205,45319474194880.2,90638947981370.19,45319474097295.695,204.0,"[181277896166935.47, 134461.2063, 168215.4897, 309908.6123]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,95554.15011936962,6.671376682429215e+16,1.334275336483192e+17,6.67137668241966e+16,93.75,"[2.6685506729677098e+17, 179212.6085, 116941.0433, 101505.1444]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,99667.97015883241,1.4358821282759746e+20,2.871764256551937e+20,1.4358821282759736e+20,392.0,"[5.7435285131038805e+20, 194434.6692, 1487139.661, 115901.449]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,78050.2713093031,2192813337161798.0,4385626673625170.0,2192813337083747.8,179.75,"[8771253347599553.0, 204211.3304, 739032.1334, 104396.3763]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,37627.63875816951,1724740.3525298,3272375.0092100087,1687112.7137716305,192.5,"[6633294.6605, 92688.0587, 92884.4271, 80094.2638]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,198169.2799274717,2.509351793011757e+17,5.018703586019512e+17,2.5093517930097754e+17,199.75,"[1.0037407172041025e+18, 205195.8219, 198245.2917, 196835.906]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,141757.54370256292,3117995583700558.5,6235991157069722.0,3117995583558801.0,358.25,"[1.2471982319305142e+16, 855867.2424, 14471751.4332, 169472.7515]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,104807.5072024807,152380322991461.5,304760637729986.1,152380322886654.0,281.75,"[609521279586440.6, 120434.9804, 12165237.2182, 93733.0871]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,159199.99012259746,275360.82683625456,85542.16775266064,116160.8367136571,322.25,"[197840.5902, 205195.8115, 341640.2484, 356766.6572]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,125998.66650876077,1.7089647216697234e+16,3.417929443276026e+16,1.7089647216571236e+16,254.75,"[6.8358588865837624e+16, 249409.4016, 219340.029, 482557.5713]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,33730.845649395626,110548.90254256656,31440.00802996916,76818.05689317093,251.75,"[84377.3502, 106658.5701, 155691.9606, 95467.7293]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,159485.06417474282,1216969725421152.5,2433939449838288.0,1216969725261667.5,322.75,"[4867878900178584.0, 201807.5807, 198245.9118, 1105971.9198]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,39133.15834503328,4377456.156305802,8116692.098804948,4338322.997960769,493.25,"[16548617.5576, 167683.0787, 183618.0991, 609905.8899]"
"{""activacion"":""leaky_relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,35020.39579664924,936525827.8751786,1872889823.2722802,936490807.4793819,217.25,"[3745860562.6944, 101776.9209, 73297.5583, 67674.3272]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,24286.877094794494,39847.89696787879,7057.045735414101,15561.019873084297,682.25,"[35728.3914, 43192.9376, 48011.5734, 32458.6854]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,22057.876611392425,38940.89043551639,6471.382385875417,16883.013824123966,347.75,"[35655.9581, 42517.0647, 45937.1935, 31653.3455]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,21511.20875671247,38693.86358484637,6200.543981619876,17182.6548281339,151.0,"[34719.7385, 40898.5658, 46402.0795, 32755.0705]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,17909.536655151674,48612.624247495034,12528.886127561353,30703.08759234336,419.25,"[36503.072, 52684.23, 64366.0647, 40897.1302]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,18611.283970943223,47503.36748154748,12408.62306439806,28892.083510604258,173.75,"[36062.6292, 50913.9366, 63500.887, 39536.017]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,20899.35052982875,44034.70724256561,11616.402194322298,23135.35671273686,62.75,"[35583.8351, 44764.7068, 60205.0242, 35585.2629]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,5978.594274627381,59830.02071317232,11033.193123747116,53851.42643854494,527.5,"[48096.2888, 61814.6864, 74086.7855, 55322.3221]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,5921.078489970148,58119.44361417349,11178.764373136497,52198.365124203345,239.75,"[46230.3944, 59983.497, 72614.0262, 53649.8568]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,5884.010995121259,51597.92732894183,11054.503331270376,45713.91633382057,91.75,"[40119.1275, 53066.7609, 66157.6502, 47048.1707]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,38197.45624128587,43351.67755059276,9192.879043545794,5154.221309306886,800.0,"[37230.2488, 47991.5753, 53926.7978, 34258.0883]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,23730.641749807128,37434.592932474996,8102.63278372392,13703.951182667868,482.0,"[32230.6098, 41240.9009, 46920.1194, 29346.7415]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,23894.000567856354,38642.84223463369,8270.892622400934,14748.841666777334,203.5,"[35853.5388, 38982.6081, 49724.7714, 30010.4506]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,25481.40897312975,38783.50721407489,8676.839184727085,13302.098240945139,562.75,"[35823.3105, 38384.97, 50741.5043, 30184.2442]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,24521.191014782937,37617.5191572315,8808.251369489237,13096.328142448565,253.25,"[35458.4104, 36470.9934, 49789.7469, 28750.9259]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,24962.72700430887,36536.14823764431,7409.628030359185,11573.42123333544,91.0,"[35974.1591, 36397.6514, 45945.2932, 27827.4893]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,19546.6154656278,40257.627016847655,16753.461659908528,20711.011551219854,382.5,"[32953.1784, 31245.607, 65362.1055, 31469.6171]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,19403.93491591704,39082.73574177022,17070.243324724805,19678.80082585318,170.5,"[31621.7321, 29774.8152, 64661.3429, 30273.0527]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,19075.58541600811,35848.463764505585,15419.236292610427,16772.878348497474,59.75,"[29248.1966, 30241.6007, 58741.1785, 25162.8792]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,169305.24277044827,168288.5637623386,21471.08503524753,-1016.6790081096697,800.0,"[144576.8457, 194882.3242, 174243.343, 159451.7422]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,40777.45930560621,50011.68912213933,26956.85128491721,9234.229816533123,695.0,"[35612.7253, 89212.7359, 45622.876, 29598.4193]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,41024.51421948496,46962.831087661536,23736.640883727596,5938.316868176575,285.0,"[35942.1663, 41722.6023, 81637.213, 28549.3427]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,47605.52017444221,50106.00970151031,22470.98454399096,2500.489527068101,759.5,"[40259.9465, 47695.8847, 82089.2261, 30378.9815]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,24197.886405069097,38335.87742679569,6741.897252754659,14137.991021726593,445.75,"[34722.6648, 44786.6999, 43148.6496, 30685.4955]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,25668.311731108988,38698.796721185645,6265.466913258224,13030.484990076657,165.5,"[36751.3662, 45576.0178, 41455.4029, 31012.4]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,22539.27400458207,35495.63301513319,8901.121093158052,12956.359010551125,503.0,"[28944.08, 37883.4741, 47074.7778, 28080.2002]"
