Configuracion,RMSE_entrenamiento_promedio,RMSE_CV_promedio,Desviacion_RMSE_CV,Brecha_CV_entrenamiento,Epocas_promedio,RMSE_por_fold
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",6.305864088718746e+19,3.524791113009607e+37,7.049582226019214e+37,3.524791113009607e+37,46.0,"[1.4099164452038429e+38, 163328.4225, 82927.1044, 30978954.4092]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.001}",1.3057994354503306e+20,5.516748821090004e+37,1.1033497642180008e+38,5.516748821090004e+37,49.5,"[2.2066995284360015e+38, 158799.4551, 82926.5099, 35168512.5378]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.001}",1.3634124341946207e+21,2.2978037954146354e+38,4.595607590829271e+38,2.2978037954146354e+38,75.25,"[9.191215181658542e+38, 63254.0205, 98822.2623, 378412.8084]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.001}",5.965244053224616e+20,3.566425492529298e+39,7.132850985058596e+39,3.566425492529298e+39,51.25,"[1.4265701970117191e+40, 3776701.1567, 72922.252, 8676227.3376]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",5.798590706781202e+21,1.697867455596268e+40,3.3957349111925363e+40,1.697867455596268e+40,66.0,"[6.791469822385072e+40, 66874.1629, 129967.0359, 4552724.8427]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.001}",5.882046598937578e+21,2.625839232500587e+40,5.251678465001174e+40,2.625839232500587e+40,75.5,"[1.0503356930002348e+41, 65489.7312, 84939.8698, 3234103.4807]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.0001}",4.940633182227232e+22,2.1666005939720864e+41,4.333201187944173e+41,2.1666005939720864e+41,82.5,"[8.666402375888345e+41, 56853.9532, 55395.5547, 220860.3908]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",2.523748762141681e+24,1.3246413911381874e+45,2.6492827822763748e+45,1.3246413911381874e+45,103.25,"[5.2985655645527496e+45, 55663.117, 107717.9925, 201615.7292]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",4.6499304975292204e+24,2.088792422147038e+45,4.177584844294076e+45,2.088792422147038e+45,105.0,"[8.355169688588152e+45, 74361.7421, 73932.3517, 2082497.3418]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",1.0624203783089878e+25,1.997166835906665e+46,3.9943336718133303e+46,1.997166835906665e+46,92.25,"[7.988667343626661e+46, 64785.7782, 111441.6012, 1620818.989]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",4.107531432850376e+26,9.132032522695736e+48,1.8264065045391472e+49,9.132032522695736e+48,73.75,"[3.6528130090782943e+49, 114343.8101, 72376.6991, 2129237.4561]"
