Configuracion,RMSE_entrenamiento_promedio,RMSE_CV_promedio,Desviacion_RMSE_CV,Brecha_CV_entrenamiento,Epocas_promedio,RMSE_por_fold
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""learning_rate"":0.001,""weight_decay"":0.0001}",15801.928785626718,180804.72790777538,281140.999275446,165002.79912214866,53.0,"[39807.684, 29773.5614, 51328.3914, 602309.2748]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""learning_rate"":0.001,""weight_decay"":0.001}",15802.996089804736,181127.11799438874,281709.24606989627,165324.121904584,53.0,"[39924.4123, 29768.4018, 51331.2633, 603484.3945]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[32],""dropout"":0.0,""learning_rate"":0.001,""weight_decay"":0.001}",20365.954857162684,181185.4561818614,292019.01756671636,160819.5013246987,36.25,"[28786.3173, 28205.8074, 48770.5293, 618979.1708]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[32],""dropout"":0.0,""learning_rate"":0.001,""weight_decay"":0.0001}",20341.411684101648,181352.71031313774,292358.6614339659,161011.2986290361,36.25,"[28798.74, 28187.2268, 48768.7569, 619656.1176]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",74653.19417364411,194963.88819569774,133349.0434746446,120310.69402205363,64.5,"[375437.5619, 204078.5306, 63290.1032, 137049.3571]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.001}",82580.26496581451,196860.97641471552,140885.8464939042,114280.71144890101,39.25,"[388768.0784, 204160.4917, 59686.3469, 134828.9885]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",53088.043164949355,207956.65938160598,217567.90803955036,154868.61621665664,132.5,"[531376.0227, 64372.7456, 100424.1045, 135653.7647]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""learning_rate"":0.001,""weight_decay"":0.001}",20105.557403164825,225691.64411824313,377632.9019517382,205586.0867150783,70.75,"[30682.1079, 29288.0731, 50848.1783, 791948.2171]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""learning_rate"":0.001,""weight_decay"":0.0001}",20096.021837769404,226077.47938391432,378385.9529109289,205981.45754614493,70.75,"[30677.6292, 29314.2227, 50853.9317, 793464.134]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",120575.06463389326,298678.46818295075,341809.9288894272,178103.4035490575,98.75,"[86402.9019, 204170.7675, 98904.7902, 805235.4132]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.01}",93955.47150695976,300930.69071318966,379784.3920611961,206975.2192062299,34.5,"[54161.3524, 203094.7885, 84089.8944, 862376.7276]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.001}",96769.78273020222,302463.393100452,379489.67764477397,205693.6103702498,31.75,"[73973.3832, 203088.2561, 68774.0567, 864017.8765]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",93952.9494239798,307356.7891911146,364448.1450322416,213403.8397671348,23.75,"[847541.5515, 204165.0342, 72462.2477, 105258.3233]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.001}",94014.0306661727,311114.3846602402,364481.1179377595,217100.35399406753,23.75,"[851631.3759, 204165.026, 72510.5442, 116150.5927]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",75143.10812814895,311816.2157209021,233311.6826806112,236673.10759275313,44.75,"[375708.0448, 204078.723, 62951.0589, 604527.0361]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",80870.45475989196,335512.70259352884,243390.103042809,254642.24783363688,28.75,"[463573.2436, 204163.5997, 68774.113, 605539.8542]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",80788.85022834492,343310.5372656749,251162.85966414088,262521.68703733,28.75,"[483002.7252, 204163.6095, 68836.8653, 617238.949]"
