Configuracion,RMSE_entrenamiento_promedio,RMSE_CV_promedio,Desviacion_RMSE_CV,Brecha_CV_entrenamiento,Epocas_promedio,RMSE_por_fold
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.001}",42782.639850483014,7959183.160809664,15821254.273173213,7916400.520959181,57.5,"[31691060.7876, 45942.9442, 60568.5696, 39160.3419]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",60649.53636920049,8740620.566360876,17326282.036211133,8679971.029991675,126.75,"[34730039.2277, 80976.7089, 87694.0804, 63772.2485]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",48930.624385458555,11185566.424091475,22263256.457220104,11136635.799706016,42.75,"[44580446.4847, 54041.5434, 68239.3152, 39538.3531]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",51219.17324356912,13345600.646392189,26537215.561664537,13294381.47314862,139.5,"[53151419.9209, 73112.7105, 93239.1109, 64630.8432]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.01}",51186.39641076567,14693172.205333054,29267265.879337404,14641985.808922289,32.25,"[58594070.002, 60675.9786, 66644.32, 51298.5207]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.001}",46467.10629998831,15374053.182558596,30646649.514289573,15327586.076258607,38.75,"[61344027.2734, 53496.6664, 51651.3748, 47037.4156]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.001}",36510.9533251183,17627169.74174017,35167824.113966,17590658.788415052,62.5,"[70378905.4757, 43280.1482, 48790.6596, 37702.6834]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",52520.99821382008,18349915.312255945,36503489.79340886,18297394.314042125,91.75,"[73105128.0666, 69338.6584, 143865.3862, 81329.1378]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",33575.23925482472,18399188.500002097,36719836.45191186,18365613.260747273,46.75,"[73478942.8218, 44188.2878, 39642.1974, 33980.6931]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.001}",50581.13279805338,18523983.828546707,36929356.044421345,18473402.695748653,32.25,"[73918017.1323, 60725.3242, 66001.4123, 51191.4454]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":32,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",33776.04919610255,19946145.208024736,39814382.75441816,19912369.158828635,46.75,"[79667719.0841, 43209.9292, 39427.206, 34224.6128]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.001}",39803.327232767144,28166489.132329095,56250671.01158885,28126685.80509633,46.0,"[112542495.3881, 41496.3018, 46399.0233, 35565.8161]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",39752.795786919,30350143.783179253,60618401.52166251,30310390.987392336,56.0,"[121277745.8114, 41093.0351, 46418.8622, 35317.424]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.001}",44211.70034599389,37144754.778463095,74181450.83598003,37100543.0781171,50.25,"[148416929.4454, 42692.7301, 71491.0031, 47905.9353]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",33591.48861330195,83269508.06993768,166458066.54073957,83235916.58132437,59.25,"[332956607.8369, 39218.05, 44779.6584, 37426.7344]"
"{""activacion"":""relu"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",33069.86888793806,83466154.60622443,166855139.80960396,83433084.7373365,71.0,"[333748864.2009, 39179.3911, 44587.1294, 31987.7035]"
