Configuracion,RMSE_entrenamiento_promedio,RMSE_CV_promedio,Desviacion_RMSE_CV,Brecha_CV_entrenamiento,Epocas_promedio,RMSE_por_fold
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.001}",15707.87606340446,41751.329794530975,14842.470448657172,26043.453731126516,41.0,"[34283.6342, 27437.6976, 43613.2307, 61670.7567]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.01}",18587.90593112288,42934.39252553754,16267.22411194284,24346.486594414662,29.0,"[34325.6341, 28655.9067, 43109.2773, 65646.7521]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.001}",11087.433554251296,43517.52408070754,18918.90209168547,32430.090526456243,60.0,"[31252.0312, 29405.1829, 42990.0456, 70422.8367]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.0005,""weight_decay"":0.01}",9508.44673268279,44057.163614711615,18970.72145335591,34548.71688202882,73.25,"[30629.7833, 29911.3723, 45211.9055, 70475.5934]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.001}",11639.770358386852,43993.22285374507,17798.414410569825,32353.452495358222,50.75,"[34051.8038, 27584.2399, 46326.554, 68010.2938]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.1,""learning_rate"":0.001,""weight_decay"":0.01}",11175.701317404188,43665.15464178336,18749.622134431505,32489.453324379174,80.0,"[34247.762, 25409.8274, 46325.401, 68677.628]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.001}",12714.088671239173,45013.574728573774,18870.1728421039,32299.4860573346,54.25,"[34176.1667, 29736.3852, 44351.8678, 71789.8792]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.0005,""weight_decay"":0.01}",12783.498451088144,44905.468929648945,18518.733562006026,32121.9704785608,54.25,"[34314.3855, 29836.8363, 44311.7427, 71158.9112]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.001}",11181.808318863616,44003.6889601812,18485.212898010977,32821.880641317584,52.25,"[31566.0686, 29268.9175, 45670.7415, 69509.0282]"
"{""activacion"":""relu"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.25,""learning_rate"":0.001,""weight_decay"":0.01}",12038.636587828641,43586.03552326402,18321.866420803854,31547.39893543538,43.0,"[32402.4686, 27209.9943, 46547.8113, 68183.8679]"
