Epoca,Perdida_entrenamiento_transformada,RMSE_early_stopping,Learning_rate
1,118.37399343735557,199424.41171122369,0.001
2,79.63014877341354,199384.56847950138,0.001
3,56.702929955024224,199276.7256892919,0.001
4,42.00743848902494,199028.5723157789,0.001
5,31.141948270591307,198478.47014054758,0.001
6,22.51946314967212,197276.6558336543,0.001
7,15.570688480250592,194679.1814557866,0.001
8,10.023303468850095,189121.29330118684,0.001
9,5.7634398431488965,177371.01576465028,0.001
10,2.7487517049990347,153066.3700242898,0.001
11,0.9031625279960522,106872.68089511334,0.001
12,0.18331503822947992,78109.35039558163,0.001
13,0.18024126166131074,76246.80257722171,0.001
14,0.14076452201278006,79310.52465912764,0.001
15,0.13529705039049467,77852.26183149498,0.001
16,0.1279608520207467,74982.56197444325,0.001
17,0.1234843200462377,74606.58802636925,0.001
18,0.11665997390795235,73709.87431627982,0.001
19,0.10955111129803403,71679.66981297456,0.001
20,0.10137262318987524,70914.92252922148,0.001
21,0.09385346368621782,68867.82357741306,0.001
22,0.08582486823996768,66291.43922203011,0.001
23,0.07767092822520076,64241.404224075704,0.001
24,0.0684359987275769,61715.706949099476,0.001
25,0.05784417438881222,57971.55483940597,0.001
26,0.04662163818757686,53267.61383979899,0.001
27,0.03837380043807484,49968.110316114464,0.001
28,0.033687985213244974,47437.68406970206,0.001
29,0.029751623882596282,44681.86860606663,0.001
30,0.02690439408948755,43081.0234994622,0.001
31,0.02449672809744208,41510.755616691145,0.001
32,0.02221617508480731,39805.947288777665,0.001
33,0.020295307171916722,38498.26171302756,0.001
34,0.018760028963137155,37179.86829765484,0.001
35,0.017768511787852513,36507.11066583706,0.001
36,0.016773615125163552,35296.5283992303,0.001
37,0.01599736949818647,34457.19945521905,0.001
38,0.015401229877858106,34089.59120383046,0.001
39,0.015057148297638517,33628.38778418747,0.001
40,0.01465002167566772,33273.14963651574,0.001
41,0.01435915623962191,33114.80699531581,0.001
42,0.013956634493068958,32630.483272426285,0.001
43,0.013717481111207222,32356.786239849174,0.001
44,0.013456580896349825,32363.077434189097,0.001
45,0.013316246550557072,32432.188695787365,0.001
46,0.013280071678314718,32088.04594432392,0.001
47,0.012731626476624828,31761.848330650322,0.001
48,0.012589693686308025,31458.50621450423,0.001
49,0.012366417556205525,31384.188871254923,0.001
50,0.012211675066259,31375.205107677815,0.001
51,0.012076693865192402,31231.99848474161,0.001
52,0.01182158115020218,31122.464968600183,0.001
53,0.011577502124866237,30980.21695584214,0.001
54,0.011484742829842227,30948.447807702396,0.001
55,0.011352303726827084,31026.821852319186,0.001
56,0.010989299007055779,30740.98083715008,0.001
57,0.010834675223780272,30786.081053744227,0.001
58,0.010810031640930652,30639.886363440663,0.001
59,0.010586545903445323,30523.088252315036,0.001
60,0.010327637143175064,30655.178035958324,0.001
61,0.010311165836627608,30652.62119878733,0.001
62,0.010064096555576094,30528.786533578463,0.001
63,0.010148641233390243,30117.82457114495,0.001
64,0.009760942379977624,30148.59524087982,0.001
65,0.009571219844848433,29999.1196095274,0.001
66,0.009708975601677943,29765.077204483652,0.001
67,0.009739178397476372,29841.525325883813,0.001
68,0.009280040855472437,29887.910600703384,0.001
69,0.009092433551463473,29680.845795519625,0.001
70,0.008964496327384037,29556.546475212082,0.001
71,0.008987059732052412,29667.971561653972,0.001
72,0.008783030165104037,29520.0026695178,0.001
73,0.00859680250125788,29366.05460990121,0.001
74,0.008451555494735122,29686.479899285066,0.001
75,0.008777717992523618,29422.680860588564,0.001
76,0.009120019006947375,29702.408683557627,0.001
77,0.009137453157239706,29135.911280923203,0.001
78,0.008528306472154192,28857.559020845492,0.001
79,0.008101418094970232,28756.53144893877,0.001
80,0.008032616179484826,28505.143338342343,0.001
81,0.007920098380813265,28805.60977998853,0.001
82,0.00793158406496564,28747.297979265233,0.001
83,0.007906992450050073,28485.27576534261,0.001
84,0.007687868554451507,28423.760179421624,0.001
85,0.007598669305820056,28212.00769348512,0.001
86,0.007410195470662602,28133.928302953485,0.001
87,0.007308944099559885,28256.477066187952,0.001
88,0.007257355530954586,28187.26376648507,0.001
89,0.0071557590275637345,28161.75190606592,0.001
90,0.007203160783794707,28088.79429982358,0.001
91,0.006976120051636238,27993.66897322857,0.001
92,0.006854872363061788,27912.455607781358,0.001
93,0.006849006900206359,28051.028822023003,0.001
94,0.006791241507652024,27930.605280786534,0.001
95,0.006603110176450633,27797.291933212047,0.001
96,0.006656649394140916,27899.024564396248,0.001
97,0.006449410333036087,27660.06849743154,0.001
98,0.006450584842346362,28028.61448880415,0.001
99,0.006435118336096127,27997.0092113817,0.001
100,0.0062126391493375335,27666.7792012543,0.001
101,0.006114966490051963,27607.701217906288,0.001
102,0.006090548801979031,27680.11031439708,0.001
103,0.005990442398916742,27630.28596943442,0.001
104,0.005892181069513549,27548.12575290005,0.001
105,0.005808950440815689,27674.01495260529,0.001
106,0.005769787540707689,27571.051551268443,0.001
107,0.0057543171529388015,27405.50828016583,0.001
108,0.005612074185840108,27490.979976200106,0.001
109,0.005520333838346716,27857.25358071583,0.001
110,0.00571618920452839,27880.278500190936,0.001
111,0.005632891819286893,27650.33922023171,0.001
112,0.005492612898274503,27577.231940308237,0.001
113,0.005397258169174969,27577.674466830595,0.001
114,0.005312280197900654,27544.625570994078,0.001
115,0.005154648789340391,27600.249825303446,0.001
116,0.0051706461669288545,27457.523993491697,0.001
117,0.0049890554893068425,27479.90579433419,0.001
118,0.005206749150274163,27791.890248698634,0.001
119,0.004934998364207936,27617.25389438709,0.001
120,0.004830958899567482,27820.000834917708,0.001
121,0.004778284700466441,28019.55654243652,0.001
122,0.00477719640098566,27566.778101925578,0.001
123,0.004524925929288585,27534.05212789028,0.001
124,0.00441888087525867,27574.07902687433,0.001
125,0.004334937505596042,27543.18629860704,0.001
126,0.004287288534961652,27612.8582310671,0.001
127,0.004255968992347045,27654.72605910968,0.001
128,0.0041149121414853895,27552.774040154607,0.001
129,0.004026169013124481,27485.088260529657,0.001
130,0.003958159785188229,27772.95396298562,0.001
131,0.003887425990530638,27520.39743430843,0.001
132,0.0038584103971762746,27550.813541882148,0.001
133,0.00392380596473168,27672.3938115864,0.001
134,0.003674491768915201,27345.87705073786,0.001
135,0.0036331405923641347,27382.084106223294,0.001
136,0.003677965489230932,27344.358346666155,0.001
137,0.0036108939757928103,27453.32707648279,0.001
138,0.003507158566134596,27522.469306581883,0.001
139,0.003444850125953469,27355.94404668795,0.001
140,0.003328866788964251,27320.269533771272,0.001
141,0.003316921950015542,27557.551766619312,0.001
142,0.0032696015061071467,27350.685555695192,0.001
143,0.0033419481397997507,27691.469100249153,0.001
144,0.0033324833765819477,27453.460151435764,0.001
145,0.0032383084836755953,27385.746450459188,0.001
146,0.003076958782839203,27561.59525217964,0.001
147,0.003088986287081633,27339.071902029893,0.001
148,0.0029965819489253848,27436.273203195135,0.001
149,0.002962737114230523,27459.64418802281,0.001
150,0.002930301176733505,27420.09887874683,0.001
151,0.0028583347623694745,27393.051797587515,0.001
152,0.0028947671901563676,27439.559786002694,0.001
153,0.0028926766790653893,27419.688177762342,0.001
154,0.002816876530590834,27170.677166385343,0.001
155,0.0028033050500840206,27297.38346819892,0.001
156,0.002742905549377117,27416.814950443604,0.001
157,0.0027447585008089654,27363.48159452772,0.001
158,0.002657896380140453,27219.55220375252,0.001
159,0.0026556190320332286,27426.058368596216,0.001
160,0.002562420034154841,27152.76401630848,0.001
161,0.0025065218946462415,27208.203053867906,0.001
162,0.002554466948249145,27316.567241789617,0.001
163,0.002478632591476645,27455.77220075245,0.001
164,0.002422688305472033,27268.862453615697,0.001
165,0.002388055408763206,27224.10276576698,0.001
166,0.0023747896940231024,27334.611549884063,0.001
167,0.00240179057307622,27689.16491059561,0.001
168,0.0025413848964019018,27342.449111316222,0.001
169,0.0023421880889557636,27347.01158220954,0.001
170,0.0024355981187507898,27526.223502716584,0.001
171,0.0024206090424865657,27186.302757631478,0.001
172,0.0022572870173089713,27415.155596764525,0.001
173,0.0021723308540009833,27235.586955838517,0.001
174,0.0021125873044122436,27135.607874543446,0.001
175,0.002154627429525681,27476.97467097818,0.001
176,0.002138922683603008,27064.559625763566,0.001
177,0.002088552603261575,27250.845629825533,0.001
178,0.0020534882428121857,27229.277652016895,0.001
179,0.002031531694921709,27321.15268701684,0.001
180,0.0020791905877364514,27108.63161925187,0.001
181,0.001919505757200404,27044.46872510923,0.001
182,0.0018734757010361333,27026.713672193368,0.001
183,0.0018387438633988517,27211.633199689502,0.001
184,0.0018124758077094608,27307.104587968824,0.001
185,0.0019008930885766513,27244.464828761793,0.001
186,0.0018005663013988824,27031.766679981552,0.001
187,0.0017930959202859867,27095.307563595332,0.001
188,0.0017430052093349794,27247.289947032426,0.001
189,0.0016874118814242179,26917.117679115196,0.001
190,0.0017470276889674807,27070.488070842846,0.001
191,0.0016631167025868425,27220.4346243468,0.001
192,0.001608106628205482,27137.161539102268,0.001
193,0.0015730405482362747,27197.39278762092,0.001
194,0.0015446651425591602,27081.70724788368,0.001
195,0.001525702279008667,27037.07863230529,0.001
196,0.001534222601425752,27058.94476273944,0.001
197,0.0014797809993556579,27243.825874160662,0.001
198,0.0014888243323049547,26979.154639283526,0.001
199,0.0014577269094524445,27042.287515416087,0.001
200,0.0014861727781488975,27205.83336076827,0.001
201,0.0015780165205067252,27422.263828513846,0.001
202,0.0016068785453368446,27512.415600668242,0.001
203,0.0015214926680458595,27536.72991838899,0.001
204,0.0013496263215081795,27106.60172169379,0.001
205,0.0013828928342820138,27235.680435257345,0.001
206,0.001317126728180382,27238.530803111047,0.001
207,0.0013669158389501563,27339.982367096152,0.001
208,0.001344259960199256,27560.7651910778,0.001
209,0.001257716359830667,27230.075995845033,0.001
210,0.0014405191051511666,27070.54237575298,0.001
211,0.0012347248342045427,27167.879226366887,0.001
212,0.0011889122780627459,26944.23269239702,0.001
213,0.0011592324240056564,27251.246439960887,0.001
214,0.0011503414462910478,27158.74307400536,0.001
215,0.0011026817541078947,26976.010927326555,0.001
216,0.0010983753162550419,27139.507751377663,0.001
217,0.0010939851851091004,27352.514216405558,0.001
218,0.0010895400044668203,27419.98485416633,0.001
219,0.0010873777269416664,27014.64274502335,0.001
220,0.001027070444136385,27477.302283788413,0.001
221,0.0010115804982574557,27229.65136863692,0.001
222,0.0010395973885880749,27270.709222456317,0.001
223,0.0011293390020929697,27138.31450354431,0.001
224,0.0010416161125824178,27199.645313342084,0.001
