Epoca,Perdida_entrenamiento_transformada,RMSE_early_stopping,Learning_rate
1,137.814230826682,199431.65917420018,0.001
2,111.8484248261775,199425.7487557967,0.001
3,87.95388076143692,199405.48243138657,0.001
4,66.7025011896571,199342.14530300506,0.001
5,49.45582209004984,199158.9245012399,0.001
6,35.3263087362094,198663.90257317666,0.001
7,24.118738078107736,197372.8974734125,0.001
8,15.817137737466831,194188.1499514132,0.001
9,9.278907206151393,186591.28340978565,0.001
10,4.746382153911508,168770.0437319067,0.001
11,1.9046773888159967,129176.3838724416,0.001
12,0.6036726934311194,61606.7600971564,0.001
13,0.34732289451025267,54536.47783342208,0.001
14,0.34595071254526555,47908.645974493025,0.001
15,0.33317461807662446,49994.43786234497,0.001
16,0.32248103704631415,47840.91860724173,0.001
17,0.30367570663943433,47662.6056653753,0.001
18,0.30639866652426784,47246.48845126034,0.001
19,0.277233798739542,46007.38028876477,0.001
20,0.3016017729585821,45847.04690483016,0.001
21,0.27504966733775615,44779.76541877104,0.001
22,0.27768310530361157,44517.16596326496,0.001
23,0.30511714709441556,46341.03028449388,0.001
24,0.26613687415315646,44274.888790913916,0.001
25,0.24620605181649993,43944.55649504687,0.001
26,0.2790251842136851,46302.064085109945,0.001
27,0.26439153354663353,43871.21356837609,0.001
28,0.29573425383966895,41506.07990580442,0.001
29,0.2807226628710181,42256.40665477449,0.001
30,0.2565415877886493,44639.18488463414,0.001
31,0.2936807536717617,41430.097198560776,0.001
32,0.2741983303259978,41274.44274961303,0.001
33,0.2885169599092368,38536.54058142942,0.001
34,0.26035585223252294,41690.24653175719,0.001
35,0.2996555310049098,38719.71790078065,0.001
36,0.25410914500640414,43654.74431438004,0.001
37,0.2941818342236385,40562.05022512668,0.001
38,0.2664749202618179,39018.930318455394,0.001
39,0.28056444234146183,37881.868710008275,0.001
40,0.2920420865217845,37331.585056175405,0.001
41,0.28635971082581413,37644.516719194406,0.001
42,0.28129207574013854,36644.51890785235,0.001
43,0.26614228095241094,40053.14935057725,0.001
44,0.27261669071549804,37377.80300351706,0.001
45,0.29113149574136665,37467.56884380421,0.001
46,0.2573183604004063,36097.91424714414,0.001
47,0.2854810692531206,36494.2496082061,0.001
48,0.25450360405152667,35720.74489677875,0.001
49,0.29590789621096497,34808.22221638939,0.001
50,0.2811017839767544,36627.93592313305,0.001
51,0.2677855141149111,36378.15092199794,0.001
52,0.26009175766254056,34366.64829112062,0.001
53,0.2860986970332794,35444.762241497694,0.001
54,0.2812810577398427,34358.42024882277,0.001
55,0.29420487430016545,34256.692211851536,0.001
56,0.24581162048796726,42698.3448478421,0.001
57,0.28034132288991975,33978.09327494344,0.001
58,0.27536409345024077,35337.366811436834,0.001
59,0.2780075566507177,34025.66167945316,0.001
60,0.2501491693965284,36318.85805981603,0.001
61,0.2808945362616067,35711.74718131735,0.001
62,0.24885388082068033,33677.74395333755,0.001
63,0.291261788699534,33737.679009064086,0.001
64,0.25988306963082514,39218.46717484826,0.001
65,0.267257382192825,34008.463976882915,0.001
66,0.254606659708257,35393.806930493636,0.001
67,0.272355802582972,35802.88252087565,0.001
68,0.2648569147222142,35197.061766202794,0.001
69,0.2688586859820037,36933.59381838418,0.001
70,0.2697983071272507,34281.848307807995,0.001
71,0.2668265590247998,32961.37949172879,0.001
72,0.2797498254892974,34821.24347395071,0.001
73,0.26523340449360716,32793.21619800027,0.001
74,0.2868329268728328,32918.34851550801,0.001
75,0.2785642903948587,32136.736935895093,0.001
76,0.27502278747066616,39491.472499989606,0.001
77,0.25473742677277816,32151.13115889266,0.001
78,0.2835423220889737,37674.45384823776,0.001
79,0.2788388497299618,33372.47921985744,0.001
80,0.2738175681143096,34881.695135438255,0.001
81,0.2651013989985247,33539.75932772816,0.001
82,0.269191414977909,37347.326177735245,0.001
83,0.2883626174015056,33584.948137940104,0.001
84,0.27419190179734004,32422.45346577124,0.001
85,0.25139778117080785,33162.92186685999,0.001
86,0.2772784996428359,32886.41285406296,0.001
87,0.26831440965162556,35221.975358824144,0.001
88,0.2413398286308905,34258.21812282471,0.001
89,0.24180930027197967,32328.06971565662,0.001
90,0.2644827211918081,31777.42672872449,0.001
91,0.28331483236122956,32294.391370305966,0.001
92,0.24587878240823402,33126.61925032425,0.001
93,0.2692093685118839,33267.52396713844,0.001
94,0.2566483552321727,35092.399144785784,0.001
95,0.24074212821875127,31473.669990086695,0.001
96,0.26085707639891004,32303.56442889679,0.001
97,0.2655332029983939,33347.5028905916,0.001
98,0.2830868728061087,33002.2612199363,0.001
99,0.28744529078017067,32489.644493684293,0.001
100,0.23731141968550964,32946.48914826374,0.001
101,0.2576345696636781,34374.83508397188,0.001
102,0.2654565738737153,33717.95769527461,0.001
103,0.2550871086671067,32173.036749038278,0.001
104,0.2791507590298701,34549.99872356307,0.001
105,0.24503866629339055,33905.361380342045,0.001
106,0.26575745751847435,34171.87365044311,0.001
107,0.247404006286961,32480.177287677932,0.001
108,0.29335062126232603,34301.913690836926,0.001
109,0.25884484971670535,33745.03236696798,0.001
110,0.2539079866195998,33343.505180119275,0.001
111,0.2707927061451806,34373.036370133435,0.001
112,0.26357532736628947,36377.576652062504,0.001
113,0.28994287595604407,31689.426945972387,0.001
114,0.2745018819881896,33600.4139294557,0.001
115,0.26619751585854423,32946.39358159789,0.001
116,0.24971492844398577,34104.18960053569,0.001
117,0.2415615256558593,34279.56364477918,0.001
118,0.2539065397232986,33888.65442461476,0.001
119,0.2433828724196119,32968.98895249683,0.001
120,0.2578643618250994,32807.15131796897,0.001
121,0.2512231002552341,33941.09086049124,0.001
122,0.27932464306660715,35073.89600940309,0.001
123,0.274723050183204,33582.50782457248,0.001
124,0.2691819636637686,35149.86783712051,0.001
125,0.27101735772852603,32144.810359304665,0.001
126,0.25069686045808365,35248.00819714899,0.001
127,0.2606913482643997,33446.03860885728,0.001
128,0.25739254997062133,33339.52274855746,0.001
129,0.26754014269270077,32582.837592766988,0.001
130,0.2433453340293009,34409.46371489105,0.001
